subject, run, tests, empirical, laplace, localgt, reset1, reset10, b1, f1, f2, f3, f4, v1, v2, v3, v4
freetype, 1, 100, 24,  44, 4625, 1000, 2307, 375,  98, 12, 1512, 38,  119, 1620, 40, 6
freetype, 1, 200, 62,  16, 2789, 47600, 267, 16,  21, 7, 499, 17,  46, 518, 21, 10
freetype, 1, 400, 99,  150, 2910, 267, 23, 701,  412, 2, 503, 22,  442, 496, 33, 5
freetype, 1, 800, 100,  43, 3053, 1600, 2094, 529,  58, 398, 493, 27,  487, 498, 25, 11
freetype, 1, 1600, 125,  57, 2642, 13983, 2830, 180,  41, 17, 808, 21,  505, 482, 81, 0
freetype, 1, 3200, 195,  61, 2559, 6245, 932, 76,  32, 2, 470, 22,  259, 483, 22, 148
freetype, 1, 6400, 315,  119, 4430, 68185, 740, 350,  61, 22, 466, 32,  228, 488, 58, 24
freetype, 1, 12800, 544,  260, 5316, 9461, 10380, 195,  210, 78, 534, 62,  620, 552, 48, 60
freetype, 1, 25600, 607,  272, 6776, 558080, 165389, 249,  117, 15, 100, 91,  621, 194, 79, 35
freetype, 1, 51200, 733,  295, 5709, 548693, 74435, 207,  56, 72, 30, 25,  400, 130, 56, 40
freetype, 1, 102400, 742,  376, 4556, 1627330, 10622, 127,  51, 17, 42, 34,  429, 57, 41, 53
freetype, 1, 204800, 928,  453, 3846, 299845, 440150, 220,  25, 16, 10, 9,  350, 83, 90, 55
freetype, 1, 409600, 1660,  687, 6575, 176119, 136661, 317,  41, 32, 26, 86,  782, 121, 63, 43
freetype, 1, 819200, 4255,  1112, 7688, 1027969, 393529, 413,  69, 46, 68, 22,  814, 125, 91, 130
freetype, 1, 1638400, 4735,  1602, 5806, 1095246, 652900, 401,  30, 33, 15, 24,  943, 187, 144, 123
freetype, 1, 3276800, 5074,  2165, 5144, 42011049, 83461, 322,  32, 12, 17, 9,  719, 176, 138, 116
freetype, 1, 6553600, 4511,  2534, 3906, 2754001, 238597, 348,  13, 8, 8, 5,  489, 120, 126, 110
freetype, 1, 13107200, 4444,  2807, 3303, 15451506, 8052562, 254,  13, 3, 9, 0,  295, 76, 56, 59
freetype, 1, 26214400, 2545,  3148, 3300, 640165, 640165, 192,  0, 2, 0, 0,  174, 41, 24, 14
freetype, 1, 52428800, 2192,  3462, 3568, 1139258, 107421, 283,  0, 0, 1, 2,  113, 20, 18, 12
freetype, 2, 100, 28,  34, 461, 129, 64, 2,  671, 14, 20, 6,  1653, 16, 15, 17
freetype, 2, 200, 37,  23, 424, 2450, 41, 102,  655, 22, 14, 8,  1632, 24, 10, 19
freetype, 2, 400, 20,  48, 407, 57, 124, 176,  719, 7, 2, 7,  1704, 2, 2, 12
freetype, 2, 800, 148,  912, 4714, 94836, 83709, 525,  1108, 67, 111, 65,  1563, 171, 68, 71
freetype, 2, 1600, 223,  171, 4363, 40941, 1205, 111,  632, 83, 16, 11,  1143, 51, 33, 46
freetype, 2, 3200, 455,  200, 6688, 58240, 6258, 177,  200, 89, 451, 28,  616, 491, 41, 37
freetype, 2, 6400, 413,  312, 10306, 45903, 5626, 303,  264, 68, 265, 90,  839, 155, 139, 53
freetype, 2, 12800, 454,  273, 7105, 123370, 30484, 209,  165, 122, 51, 159,  622, 196, 94, 117
freetype, 2, 25600, 658,  291, 6879, 77945, 55318, 185,  103, 26, 79, 136,  727, 63, 49, 103
freetype, 2, 51200, 799,  390, 6939, 150756, 10997, 162,  109, 12, 19, 62,  588, 95, 84, 75
freetype, 2, 102400, 1025,  476, 6135, 281600, 35332, 215,  77, 12, 17, 47,  638, 75, 80, 74
freetype, 2, 204800, 1025,  580, 4864, 4697600, 28236, 295,  52, 9, 25, 17,  561, 116, 65, 144
freetype, 2, 409600, 1686,  765, 5017, 892241, 21068, 411,  151, 39, 7, 29,  962, 120, 84, 81
freetype, 2, 819200, 3324,  1064, 6574, 4872973, 3652619, 395,  31, 29, 15, 39,  770, 151, 92, 84
freetype, 2, 1638400, 4759,  1582, 5693, 10186574, 1148978, 377,  57, 23, 24, 26,  856, 132, 131, 104
freetype, 2, 3276800, 5306,  2105, 5261, 31432234, 428105, 349,  27, 40, 35, 12,  705, 173, 143, 140
freetype, 2, 6553600, 4842,  2569, 4017, 6159267, 115329, 307,  14, 5, 6, 15,  544, 160, 106, 104
freetype, 2, 13107200, 3725,  2773, 3170, 10038285, 212300, 283,  4, 7, 3, 3,  245, 81, 57, 40
freetype, 2, 26214400, 4985,  2980, 3369, 9656556, 631264, 355,  12, 8, 9, 2,  218, 24, 35, 38
freetype, 2, 52428800, 4409,  3641, 3957, 7646813, 60227, 334,  3, 2, 0, 3,  139, 32, 30, 18
freetype, 3, 100, 39,  53, 3680, 1075, 304, 9,  1186, 167, 364, 97,  1708, 126, 3, 25
freetype, 3, 200, 41,  39, 864, 245, 114, 12,  1170, 147, 365, 110,  1684, 118, 9, 15
freetype, 3, 400, 48,  37, 823, 234, 87, 15,  1154, 144, 440, 94,  1757, 104, 2, 4
freetype, 3, 800, 77,  32, 713, 480, 497, 15,  1160, 141, 362, 98,  1680, 102, 3, 3
freetype, 3, 1600, 72,  52, 609, 3200, 1445, 15,  1194, 151, 360, 100,  1734, 109, 4, 4
freetype, 3, 3200, 75,  54, 687, 1191, 2307, 11,  1145, 148, 354, 101,  1667, 120, 13, 3
freetype, 3, 6400, 133,  72, 765, 76800, 108, 20,  1157, 153, 325, 107,  1650, 129, 18, 11
freetype, 3, 12800, 791,  320, 12208, 12800, 14456, 506,  631, 231, 330, 73,  1304, 253, 57, 61
freetype, 3, 25600, 711,  257, 6420, 91252, 43926, 134,  409, 149, 8, 209,  776, 86, 168, 382
freetype, 3, 51200, 790,  328, 6060, 3332267, 1770667, 334,  139, 130, 35, 55,  660, 133, 104, 98
freetype, 3, 102400, 775,  415, 4482, 201007, 11639, 411,  162, 68, 34, 52,  626, 82, 79, 83
freetype, 3, 204800, 1176,  523, 4659, 1328702, 175673, 450,  61, 42, 16, 21,  579, 130, 67, 97
freetype, 3, 409600, 2986,  760, 6767, 2091116, 149064, 504,  65, 43, 29, 46,  831, 133, 119, 115
freetype, 3, 819200, 3197,  1134, 5911, 4068027, 487067, 420,  50, 27, 28, 26,  912, 134, 156, 104
freetype, 3, 1638400, 4298,  1707, 5956, 2647309, 1055416, 399,  64, 23, 27, 24,  946, 197, 165, 131
freetype, 3, 3276800, 3805,  2035, 5082, 655448, 315960, 337,  17, 7, 13, 17,  727, 147, 146, 118
freetype, 3, 6553600, 3532,  2365, 3922, 12431651, 954791, 339,  8, 15, 6, 8,  545, 147, 121, 104
freetype, 3, 13107200, 4277,  2849, 3937, 165619454, 163796599, 260,  19, 3, 6, 2,  359, 94, 71, 76
freetype, 3, 26214400, 3357,  3239, 3600, 1791544, 16856, 203,  18, 6, 4, 1,  227, 36, 20, 34
freetype, 4, 100, 24,  47, 810, 200, 624, 179,  136, 39, 40, 8,  1252, 428, 14, 3
freetype, 4, 200, 50,  33, 823, 1360, 1429, 505,  137, 42, 35, 4,  1246, 433, 15, 3
freetype, 4, 400, 68,  53, 2496, 4160, 880, 174,  43, 18, 74, 12,  996, 59, 337, 110
freetype, 4, 800, 93,  82, 1958, 17920, 362, 115,  49, 10, 75, 80,  1018, 129, 338, 14
freetype, 4, 1600, 154,  55, 884, 1723, 5474, 118,  31, 5, 44, 56,  984, 30, 52, 339
freetype, 4, 3200, 149,  80, 1135, 6010, 2301, 39,  44, 101, 38, 3,  1179, 8, 18, 20
freetype, 4, 6400, 202,  102, 1417, 48122, 1665, 467,  50, 4, 164, 77,  1076, 78, 5, 67
freetype, 4, 12800, 409,  247, 3347, 52622, 6820, 376,  164, 98, 58, 88,  1231, 201, 53, 69
freetype, 4, 25600, 826,  289, 6896, 3763200, 10329600, 696,  210, 73, 71, 140,  1405, 198, 89, 73
freetype, 4, 51200, 927,  409, 11281, 548978, 29582, 286,  141, 39, 98, 98,  1015, 193, 114, 115
freetype, 4, 102400, 1179,  451, 8083, 867657, 63266, 344,  73, 37, 42, 35,  762, 62, 79, 56
freetype, 4, 204800, 1067,  576, 5537, 1965043, 9871, 383,  101, 48, 11, 97,  999, 111, 69, 53
freetype, 4, 409600, 1955,  699, 4764, 190829, 91163, 360,  56, 11, 23, 43,  987, 144, 104, 55
freetype, 4, 819200, 2983,  1048, 5763, 1257645, 51517, 448,  32, 43, 64, 34,  1058, 131, 122, 85
freetype, 4, 1638400, 4608,  1627, 6017, 8108692, 187681, 405,  49, 18, 28, 29,  1044, 157, 166, 138
freetype, 4, 3276800, 2988,  1962, 4835, 2495428, 224813, 286,  7, 15, 8, 17,  808, 144, 128, 121
freetype, 4, 6553600, 3077,  2163, 3025, 5650454, 3926049, 223,  9, 2, 7, 15,  644, 109, 54, 81
freetype, 4, 13107200, 4929,  2553, 3256, 3926655, 467411, 164,  7, 1, 4, 7,  396, 51, 43, 36
freetype, 4, 26214400, 5460,  3076, 3988, 3107844, 12667, 582,  1, 4, 7, 7,  304, 55, 53, 44
freetype, 5, 100, 50,  119, 8104, 9200, 1705, 279,  784, 288, 59, 105,  1183, 239, 33, 95
freetype, 5, 200, 73,  92, 5870, 22500, 615, 461,  837, 85, 30, 114,  1013, 230, 44, 11
freetype, 5, 400, 58,  76, 4843, 14960, 428, 298,  745, 63, 31, 101,  956, 141, 31, 27
freetype, 5, 800, 101,  110, 3556, 52123, 9249, 385,  855, 60, 18, 56,  1059, 94, 25, 28
freetype, 5, 1600, 220,  306, 5514, 45943, 843, 279,  956, 123, 91, 36,  1264, 155, 36, 104
freetype, 5, 3200, 292,  214, 6968, 1720000, 434133, 359,  788, 124, 87, 86,  1293, 190, 110, 30
freetype, 5, 6400, 341,  178, 8625, 37786, 15318, 171,  580, 153, 58, 61,  927, 126, 67, 77
freetype, 5, 12800, 412,  232, 6294, 654769, 42971, 122,  589, 217, 51, 68,  1136, 90, 101, 56
freetype, 5, 25600, 421,  243, 4714, 205991, 35935, 143,  533, 21, 37, 61,  971, 64, 71, 49
freetype, 5, 51200, 408,  313, 4974, 102698, 164153, 136,  543, 26, 30, 13,  953, 110, 62, 31
freetype, 5, 102400, 748,  370, 4523, 277596, 142322, 178,  528, 42, 17, 13,  910, 74, 100, 32
freetype, 5, 204800, 1163,  478, 4646, 148855, 60934, 229,  486, 16, 9, 24,  911, 60, 51, 67
freetype, 5, 409600, 1660,  650, 3880, 203971, 65432, 273,  485, 32, 31, 9,  1013, 91, 95, 56
freetype, 5, 819200, 2904,  978, 3599, 1052624, 43134, 340,  529, 26, 24, 6,  1075, 103, 73, 66
freetype, 5, 1638400, 4756,  1429, 4635, 67869479, 73686, 320,  426, 20, 14, 20,  1105, 141, 112, 147
freetype, 5, 3276800, 2823,  1752, 3538, 11371331, 295928, 186,  378, 5, 4, 16,  846, 87, 99, 83
freetype, 5, 6553600, 2082,  1880, 2476, 319363, 53409, 251,  349, 0, 2, 4,  733, 68, 86, 65
freetype, 5, 13107200, 2897,  2124, 2595, 2150359, 723047, 369,  343, 11, 4, 1,  572, 64, 43, 38
freetype, 5, 26214400, 3037,  2463, 2680, 4605169, 131893, 185,  324, 6, 2, 1,  469, 21, 20, 18
freetype, 5, 52428800, 4936,  2806, 2998, 33904602, 8102, 240,  309, 3, 2, 2,  403, 39, 12, 110
freetype, 6, 100, 26,  257, 1523, 167, 53, 37,  1552, 397, 133, 53,  1936, 43, 131, 58
freetype, 6, 200, 30,  288, 1522, 350, 251, 4,  1530, 394, 123, 14,  1921, 40, 130, 0
freetype, 6, 400, 52,  176, 1488, 23067, 137, 47,  1539, 393, 125, 7,  1931, 26, 126, 1
freetype, 6, 800, 33,  220, 1140, 2222, 1689, 11,  1582, 438, 158, 3,  2048, 28, 134, 13
freetype, 6, 1600, 45,  274, 884, 1159, 38, 7,  1540, 462, 171, 5,  1976, 114, 116, 15
freetype, 6, 3200, 161,  49, 1079, 7182, 248, 44,  1102, 360, 375, 123,  1475, 371, 59, 160
freetype, 6, 6400, 338,  182, 1966, 1555, 33981, 349,  1225, 25, 3, 8,  1375, 38, 7, 7
freetype, 6, 12800, 447,  113, 2389, 132826, 7115, 192,  1011, 71, 8, 6,  1330, 24, 25, 95
freetype, 6, 25600, 638,  257, 7130, 2041600, 13400, 104,  754, 91, 37, 38,  1145, 108, 57, 100
freetype, 6, 51200, 576,  277, 5046, 221867, 112640, 149,  655, 19, 26, 16,  1033, 53, 72, 76
freetype, 6, 102400, 745,  325, 3690, 28817, 12350, 159,  550, 12, 7, 7,  978, 53, 32, 55
freetype, 6, 204800, 985,  395, 3415, 123520, 50133, 232,  427, 10, 42, 6,  723, 75, 56, 47
freetype, 6, 409600, 1330,  530, 3012, 905686, 9715, 278,  419, 11, 20, 14,  795, 87, 60, 28
freetype, 6, 819200, 3111,  825, 3569, 1234341, 210628, 254,  378, 16, 38, 34,  1051, 98, 89, 86
freetype, 6, 1638400, 5912,  1363, 6325, 2048431, 999356, 609,  68, 27, 40, 88,  905, 194, 125, 76
freetype, 6, 3276800, 5983,  2113, 6758, 1770569, 81531, 350,  69, 44, 29, 50,  840, 194, 186, 143
freetype, 6, 6553600, 3592,  2482, 4169, 5998334, 746883, 300,  20, 6, 4, 12,  512, 178, 131, 126
freetype, 6, 13107200, 3457,  2714, 3263, 23610436, 29385, 422,  4, 10, 2, 5,  344, 87, 87, 67
freetype, 6, 26214400, 3513,  3067, 3326, 2499223, 442078, 353,  4, 2, 8, 9,  222, 30, 41, 40
freetype, 6, 52428800, 3579,  3392, 4005, 4654916, 104991, 386,  3, 0, 4, 1,  163, 16, 15, 16
freetype, 7, 100, 29,  27, 1482, 229, 351, 12,  1527, 143, 117, 38,  1681, 143, 85, 6
freetype, 7, 200, 64,  64, 1193, 62950, 1615, 395,  559, 120, 106, 115,  794, 841, 191, 28
freetype, 7, 400, 79,  76, 1924, 10400, 2725, 892,  512, 50, 104, 184,  781, 124, 92, 691
freetype, 7, 800, 115,  124, 2954, 12509, 34819, 188,  635, 27, 22, 129,  849, 117, 76, 34
freetype, 7, 1600, 274,  257, 3218, 351200, 4453, 90,  730, 39, 124, 74,  985, 118, 159, 52
freetype, 7, 3200, 287,  130, 4858, 55200, 207, 77,  541, 111, 59, 189,  942, 84, 76, 118
freetype, 7, 6400, 330,  154, 4152, 39253, 7994, 130,  504, 14, 25, 57,  840, 121, 125, 28
freetype, 7, 12800, 456,  165, 4928, 10380800, 2675200, 116,  447, 8, 79, 109,  793, 114, 97, 36
freetype, 7, 25600, 605,  299, 6479, 571733, 11058, 296,  560, 83, 39, 50,  928, 142, 94, 50
freetype, 7, 51200, 556,  327, 6391, 14899200, 137154, 142,  453, 50, 75, 64,  946, 63, 128, 66
freetype, 7, 102400, 621,  364, 4565, 61258, 15050, 253,  415, 10, 17, 45,  730, 74, 63, 121
freetype, 7, 204800, 2781,  680, 7353, 702894, 1855688, 405,  471, 51, 52, 70,  966, 107, 110, 74
freetype, 7, 409600, 2860,  1056, 7738, 1280905, 1385114, 301,  440, 41, 48, 76,  1079, 158, 148, 107
freetype, 7, 819200, 2744,  1273, 5244, 2437205, 393898, 354,  421, 35, 20, 15,  947, 145, 97, 79
freetype, 7, 1638400, 2444,  1449, 3686, 1518841, 26902, 174,  382, 11, 6, 6,  781, 99, 88, 107
freetype, 7, 3276800, 2136,  1660, 3088, 6600162, 74877, 134,  377, 9, 2, 8,  667, 65, 68, 66
freetype, 7, 6553600, 1696,  1822, 2298, 1556390, 8055, 169,  357, 1, 8, 2,  566, 54, 35, 37
freetype, 7, 13107200, 1667,  2029, 2331, 775227, 4774, 141,  351, 25, 0, 6,  575, 22, 21, 18
freetype, 7, 26214400, 4338,  2470, 2826, 8113833, 119977, 165,  350, 0, 4, 2,  529, 49, 31, 15
freetype, 8, 100, 35,  69, 2198, 129, 10757, 452,  800, 9, 4, 40,  1262, 35, 59, 2
freetype, 8, 200, 82,  69, 1522, 200, 1407, 74,  897, 8, 8, 44,  1351, 35, 64, 6
freetype, 8, 400, 61,  41, 2028, 33440, 28000, 223,  677, 204, 17, 47,  1026, 21, 108, 263
freetype, 8, 800, 121,  51, 1622, 600, 407, 220,  613, 87, 13, 235,  962, 18, 41, 21
freetype, 8, 1600, 161,  85, 3258, 22179, 3181, 351,  740, 156, 64, 58,  830, 201, 182, 149
freetype, 8, 3200, 281,  198, 6762, 302800, 12944, 170,  723, 47, 135, 63,  1077, 206, 147, 15
freetype, 8, 6400, 462,  196, 6069, 188343, 20267, 198,  718, 20, 32, 33,  1009, 235, 49, 41
freetype, 8, 12800, 442,  226, 5558, 63349, 4347, 172,  655, 33, 81, 36,  1074, 108, 87, 67
freetype, 8, 25600, 477,  237, 5775, 2386489, 533558, 168,  546, 12, 22, 16,  947, 81, 24, 45
freetype, 8, 51200, 573,  266, 5163, 30351, 7489, 120,  477, 25, 21, 21,  766, 57, 46, 73
freetype, 8, 102400, 952,  358, 4304, 169719, 27645, 186,  486, 46, 25, 15,  777, 68, 52, 60
freetype, 8, 204800, 689,  433, 2984, 967576, 30989, 180,  445, 9, 9, 3,  706, 77, 63, 60
freetype, 8, 409600, 1105,  541, 2809, 131734, 4735, 264,  471, 12, 11, 17,  776, 51, 52, 128
freetype, 8, 819200, 3164,  831, 3245, 7987200, 6209829, 319,  460, 8, 15, 7,  912, 91, 74, 70
freetype, 8, 1638400, 3527,  1292, 4000, 751353, 755230, 673,  423, 11, 10, 22,  905, 142, 110, 133
freetype, 8, 3276800, 2530,  1537, 3266, 958666, 33680, 210,  406, 13, 8, 5,  836, 93, 80, 105
freetype, 8, 6553600, 2871,  1737, 2609, 129835472, 106494, 282,  376, 3, 1, 1,  625, 67, 75, 59
freetype, 8, 13107200, 1963,  1961, 2364, 2266029, 7310, 533,  364, 0, 1, 0,  546, 24, 20, 29
freetype, 8, 26214400, 7180,  3392, 4066, 12142093, 692139, 286,  18, 3, 3, 3,  376, 73, 58, 73
freetype, 8, 52428800, 5457,  3730, 3932, 2085530, 309524, 215,  0, 1, 1, 1,  199, 28, 19, 23
freetype, 9, 100, 18,  15, 905, 35, 546, 25,  1513, 124, 2, 1,  1547, 222, 4, 0
freetype, 9, 200, 35,  12, 1007, 9000, 55, 6,  1512, 127, 3, 1,  1542, 128, 4, 2
freetype, 9, 400, 94,  72, 5883, 12000, 15, 19,  1475, 131, 63, 13,  1486, 134, 66, 13
freetype, 9, 800, 91,  58, 1787, 1600, 232, 1068,  1452, 123, 6, 5,  1482, 127, 7, 13
freetype, 9, 1600, 91,  35, 999, 985, 131, 12,  1440, 122, 8, 3,  1476, 117, 11, 6
freetype, 9, 3200, 51,  41, 556, 90880, 2687, 80,  1440, 114, 2, 2,  1459, 123, 10, 3
freetype, 9, 6400, 100,  40, 463, 1154, 306, 9,  1426, 112, 0, 4,  1541, 114, 4, 2
freetype, 9, 12800, 145,  54, 547, 11852, 1185, 14,  1433, 111, 1, 2,  1458, 121, 7, 12
freetype, 9, 25600, 938,  273, 10946, 62818, 30137, 187,  549, 84, 58, 63,  959, 88, 78, 67
freetype, 9, 51200, 808,  322, 8888, 69728, 9629, 155,  548, 109, 78, 21,  1031, 83, 78, 119
freetype, 9, 102400, 885,  355, 5835, 1522036, 21895, 200,  437, 10, 9, 21,  772, 65, 37, 29
freetype, 9, 204800, 1700,  546, 5483, 2453420, 23253, 275,  457, 32, 59, 48,  1059, 117, 83, 44
freetype, 9, 409600, 2528,  784, 5218, 447681, 131428, 316,  420, 17, 22, 10,  886, 116, 84, 94
freetype, 9, 819200, 3111,  1095, 4167, 5891730, 4611391, 283,  408, 23, 12, 2,  887, 122, 105, 65
freetype, 9, 1638400, 3703,  1447, 4231, 4844623, 177583, 249,  357, 20, 8, 12,  794, 96, 83, 115
freetype, 9, 3276800, 2778,  1792, 3224, 2557089, 113224, 195,  364, 6, 11, 12,  712, 79, 87, 90
freetype, 9, 6553600, 2136,  1934, 2594, 1376424, 218727, 190,  318, 9, 1, 2,  593, 73, 47, 63
freetype, 9, 13107200, 2434,  2183, 2521, 6411344, 36825, 250,  258, 3, 8, 0,  466, 34, 38, 29
freetype, 9, 26214400, 9346,  3388, 5887, 12735043, 148486, 412,  40, 15, 11, 11,  441, 109, 78, 89
freetype, 9, 52428800, 4584,  3888, 4282, 2187582, 199808, 224,  25, 2, 3, 2,  278, 43, 35, 38
freetype, 10, 100, 30,  23, 1683, 2588, 483, 513,  11, 84, 1292, 3,  955, 655, 10, 21
freetype, 10, 200, 42,  56, 1704, 400, 104, 21,  108, 77, 1293, 8,  1026, 647, 12, 22
freetype, 10, 400, 98,  23, 1748, 21400, 74, 764,  11, 87, 835, 94,  1016, 196, 11, 6
freetype, 10, 800, 89,  50, 845, 224, 3092, 29,  38, 6, 835, 5,  962, 9, 4, 3
freetype, 10, 1600, 156,  60, 909, 4500, 2950, 72,  125, 22, 833, 1,  1055, 11, 9, 2
freetype, 10, 3200, 155,  77, 967, 1492, 556, 113,  110, 3, 873, 8,  1115, 15, 22, 6
freetype, 10, 6400, 164,  119, 1042, 10628, 2858, 96,  82, 11, 826, 8,  1028, 10, 15, 18
freetype, 10, 12800, 247,  117, 2371, 299520, 404480, 403,  35, 40, 922, 19,  1106, 98, 92, 57
freetype, 10, 25600, 648,  205, 4173, 49714, 4603, 99,  68, 32, 70, 802,  1117, 57, 101, 46
freetype, 10, 51200, 757,  281, 4214, 503096, 5863, 458,  116, 20, 31, 732,  1243, 58, 64, 40
freetype, 10, 102400, 967,  355, 3909, 591189, 8716, 489,  40, 20, 50, 685,  1338, 44, 37, 88
freetype, 10, 204800, 1211,  545, 5123, 203555, 30680, 350,  95, 7, 23, 638,  1326, 61, 54, 47
freetype, 10, 409600, 2449,  865, 8602, 4901076, 173315, 289,  162, 17, 35, 335,  1162, 164, 80, 72
freetype, 10, 819200, 2713,  1124, 5393, 612644, 357618, 339,  86, 17, 32, 300,  933, 111, 99, 77
freetype, 10, 1638400, 4898,  1570, 5119, 363780, 68432, 477,  33, 13, 24, 301,  895, 131, 103, 140
freetype, 10, 3276800, 3773,  1982, 4245, 962680, 182099, 263,  22, 6, 12, 286,  846, 122, 114, 148
freetype, 10, 6553600, 3511,  2276, 3272, 2725356, 2725356, 283,  9, 3, 3, 278,  693, 90, 93, 81
freetype, 10, 13107200, 3036,  2580, 3112, 6576057, 246527, 360,  2, 7, 1, 98,  455, 60, 53, 61
freetype, 10, 26214400, 3543,  3069, 3476, 5684298, 530843, 158,  7, 0, 1, 12,  323, 37, 31, 17
freetype, 11, 100, 13,  64, 1916, 75, 624, 8,  1155, 12, 192, 10,  1352, 24, 10, 18
freetype, 11, 200, 45,  39, 1628, 57, 316, 192,  1064, 10, 191, 117,  1371, 20, 8, 14
freetype, 11, 400, 98,  34, 1268, 2400, 96, 166,  1056, 4, 187, 29,  1356, 21, 16, 7
freetype, 11, 800, 94,  135, 1528, 6800, 517, 291,  469, 476, 628, 143,  1799, 117, 3, 27
freetype, 11, 1600, 291,  219, 3214, 12533, 3841, 230,  231, 589, 134, 190,  980, 286, 62, 148
freetype, 11, 3200, 359,  201, 7066, 119877, 6512, 662,  205, 612, 84, 104,  1030, 165, 109, 68
freetype, 11, 6400, 364,  269, 7832, 103919, 3711, 416,  238, 465, 175, 77,  942, 144, 111, 65
freetype, 11, 12800, 419,  207, 7115, 104369, 12720, 252,  137, 118, 106, 88,  610, 227, 46, 73
freetype, 11, 25600, 637,  358, 8693, 81636, 77058, 238,  157, 94, 144, 52,  833, 205, 109, 102
freetype, 11, 51200, 735,  570, 7391, 713387, 50109, 255,  322, 30, 72, 22,  849, 162, 164, 54
freetype, 11, 102400, 1028,  444, 7145, 378487, 95530, 340,  37, 37, 39, 60,  662, 84, 90, 135
freetype, 11, 204800, 1538,  636, 7353, 581555, 163426, 410,  120, 70, 35, 17,  779, 89, 79, 91
freetype, 11, 409600, 2036,  815, 6861, 403274, 32147, 333,  36, 17, 24, 48,  929, 96, 120, 101
freetype, 11, 819200, 2553,  1109, 5379, 10302061, 71402, 350,  55, 14, 43, 26,  891, 156, 147, 123
freetype, 11, 1638400, 4103,  1555, 5557, 1057115, 1158283, 460,  73, 47, 34, 20,  872, 164, 161, 162
freetype, 11, 3276800, 4346,  2009, 4730, 4964352000, 124614, 468,  45, 15, 15, 20,  875, 150, 128, 165
freetype, 11, 6553600, 4292,  2457, 4099, 7134299, 154886, 360,  13, 7, 6, 5,  582, 173, 135, 127
freetype, 11, 13107200, 3984,  2756, 3162, 1218924, 46243, 270,  3, 2, 2, 0,  287, 64, 67, 54
freetype, 11, 26214400, 2609,  3103, 3323, 2082603, 1138530, 181,  8, 0, 1, 2,  208, 37, 40, 30
freetype, 11, 52428800, 2324,  3393, 3583, 7620616, 3582, 200,  1, 0, 1, 0,  96, 13, 16, 14
freetype, 12, 100, 43,  22, 1316, 12300, 1211, 583,  32, 1, 1017, 507,  1055, 13, 495, 15
freetype, 12, 200, 76,  115, 1750, 575, 2656, 220,  337, 3, 608, 701,  1548, 25, 127, 19
freetype, 12, 400, 89,  119, 1018, 331600, 1394, 316,  184, 13, 586, 25,  908, 22, 496, 212
freetype, 12, 800, 87,  90, 2104, 2227, 3644, 734,  122, 24, 660, 10,  889, 29, 366, 139
freetype, 12, 1600, 244,  69, 1506, 4667, 733, 178,  79, 36, 600, 26,  830, 77, 357, 16
freetype, 12, 3200, 257,  107, 3047, 12126, 1577, 294,  99, 9, 362, 137,  856, 36, 18, 48
freetype, 12, 6400, 280,  232, 2706, 26307, 2012, 307,  186, 131, 404, 13,  1137, 70, 100, 23
freetype, 12, 12800, 563,  178, 7843, 30307, 12800, 363,  80, 160, 67, 30,  549, 137, 162, 149
freetype, 12, 25600, 565,  348, 8133, 520145, 26809, 421,  210, 250, 17, 92,  840, 100, 44, 89
freetype, 12, 51200, 710,  300, 5784, 323368, 18827, 199,  73, 22, 22, 19,  552, 72, 39, 45
freetype, 12, 102400, 1013,  404, 6114, 211364, 122968, 372,  77, 76, 34, 35,  720, 96, 57, 54
freetype, 12, 204800, 1210,  511, 5007, 305716, 35164, 461,  55, 11, 10, 38,  838, 102, 74, 54
freetype, 12, 409600, 2680,  849, 7366, 574159, 75809, 391,  124, 32, 26, 26,  819, 152, 107, 80
freetype, 12, 819200, 4412,  1383, 7029, 3244413, 2006087, 382,  74, 25, 45, 83,  998, 169, 150, 208
freetype, 12, 1638400, 3292,  1603, 5655, 26484010, 162972, 311,  21, 13, 3, 17,  721, 171, 157, 145
freetype, 12, 3276800, 3444,  1877, 4387, 4202695, 544697, 353,  34, 12, 14, 7,  686, 148, 139, 139
freetype, 12, 6553600, 3098,  2294, 3579, 6787951, 1234808, 316,  14, 4, 10, 10,  548, 130, 111, 127
freetype, 12, 13107200, 3865,  2684, 3419, 1565343, 1517436, 404,  7, 2, 3, 6,  356, 99, 107, 65
freetype, 12, 26214400, 3824,  3258, 3820, 9463241, 119700, 177,  6, 13, 0, 2,  264, 38, 49, 38
freetype, 13, 100, 18,  48, 3416, 1325, 871, 93,  487, 710, 14, 33,  1399, 9, 40, 6
freetype, 13, 200, 55,  31, 936, 12500, 1216, 112,  552, 52, 28, 46,  722, 36, 65, 4
freetype, 13, 400, 82,  78, 3383, 5714, 2682, 228,  566, 55, 18, 35,  795, 24, 25, 15
freetype, 13, 800, 139,  60, 2140, 3938, 3323, 276,  479, 105, 32, 24,  661, 78, 369, 60
freetype, 13, 1600, 133,  57, 2095, 16727, 1496, 180,  473, 42, 18, 67,  643, 96, 334, 44
freetype, 13, 3200, 162,  70, 2457, 12838, 10819, 422,  447, 49, 12, 71,  598, 38, 111, 374
freetype, 13, 6400, 350,  156, 2426, 23070, 22921, 354,  580, 232, 33, 30,  935, 197, 45, 97
freetype, 13, 12800, 560,  245, 4889, 175200, 39314, 236,  622, 39, 39, 45,  1002, 130, 42, 23
